responsable,nombre de muestra,id secuencial,tipologia,a,b,c,
Álvaro Taveras,M3,595,,74,35,28,correcto
Álvaro Taveras,M3,596,,80,40,27,correcto
Álvaro Taveras,M3,597,,56,40,20,correcto
Álvaro Taveras,M3,598,,60,47,35,correcto
Álvaro Taveras,M3,599,,60,40,30,correcto
Álvaro Taveras,M3,600,,63,38,14,correcto
Álvaro Taveras,M4,601,,60,40,33,correcto
Álvaro Taveras,M4,602,,100,70,40,correcto
Álvaro Taveras,M4,603,,88,54,44,correcto
Álvaro Taveras,M4,604,,70,45,23,correcto
Álvaro Taveras,M4,605,,78,50,35,correcto
Álvaro Taveras,M4,606,,80,50,28,correcto
Álvaro Taveras,M4,607,,60,50,23,correcto
Álvaro Taveras,M4,608,,60,40,28,correcto
Álvaro Taveras,M4,609,,88,60,24,correcto
Álvaro Taveras,M4,610,,100,65,20,correcto
Álvaro Taveras,M4,611,,70,40,38,correcto
Álvaro Taveras,M4,612,,90,85,22,correcto
Álvaro Taveras,M4,613,,110,80,22,correcto
Álvaro Taveras,M4,614,,115,95,18,correcto
Álvaro Taveras,M4,615,,120,85,40,correcto
Álvaro Taveras,M4,616,,101,49,28,correcto
Álvaro Taveras,M4,617,,76,55,40,correcto
Álvaro Taveras,M4,618,,80,45,19,correcto
Álvaro Taveras,M4,619,,73,56,20,correcto
Álvaro Taveras,M4,620,,82,44,38,correcto
Álvaro Taveras,M4,621,,64,58,20,correcto
Álvaro Taveras,M4,622,,50,40,22,correcto
Álvaro Taveras,M4,623,,70,56,26,correcto
Álvaro Taveras,M4,624,,40,36,18,correcto
Álvaro Taveras,M4,625,,84,70,25,correcto
Álvaro Taveras,M4,626,,76,42,28,correcto
Álvaro Taveras,M4,627,,66,45,15,correcto
Álvaro Taveras,M4,628,,90,54,35,correcto
Álvaro Taveras,M4,629,,92,59,45,correcto
Álvaro Taveras,M4,630,,85,60,48,correcto
Álvaro Taveras,M5,631,,88,67,34,correcto
Álvaro Taveras,M5,632,,70,70,25,correcto
Álvaro Taveras,M5,633,,84,65,20,correcto
Álvaro Taveras,M5,634,,90,55,30,correcto
Álvaro Taveras,M5,635,,88,54,25,correcto
Álvaro Taveras,M5,636,,80,56,40,correcto
Álvaro Taveras,M5,637,,93,55,38,correcto
Álvaro Taveras,M5,638,,95,60,38,correcto
Álvaro Taveras,M5,639,,60,38,20,correcto
Álvaro Taveras,M5,640,,100,68,38,correcto
Álvaro Taveras,M5,641,,80,48,25,correcto
Álvaro Taveras,M5,642,,85,44,35,correcto
Álvaro Taveras,M5,643,,67,50,35,correcto
Álvaro Taveras,M5,644,,70,52,35,correcto
Álvaro Taveras,M5,645,,88,40,22,correcto
Álvaro Taveras,M5,646,,80,64,37,correcto
Álvaro Taveras,M5,647,,50,44,18,correcto
Álvaro Taveras,M5,648,,68,48,37,correcto
Álvaro Taveras,M5,649,,52,40,25,correcto
Álvaro Taveras,M5,650,,77,60,48,correcto
Álvaro Taveras,M5,651,,160,100,80,correcto
Álvaro Taveras,M5,652,,172,93,84,correcto
Álvaro Taveras,M5,653,,135,100,80,correcto
Álvaro Taveras,M5,654,,147,115,95,correcto
Álvaro Taveras,M5,655,,150,95,55,correcto
Álvaro Taveras,M5,656,,160,120,78,correcto
Álvaro Taveras,M5,657,,185,78,48,correcto
Álvaro Taveras,M5,658,,120,90,50,correcto
Álvaro Taveras,M5,659,,140,103,54,correcto
Álvaro Taveras,M5,660,,165,90,60,correcto
Álvaro Taveras,M6,661,,60,40,32,correcto
Álvaro Taveras,M6,662,,70,35,32,correcto
Álvaro Taveras,M6,663,,65,35,28,correcto
Álvaro Taveras,M6,664,,85,35,25,correcto
Álvaro Taveras,M6,665,,48,35,28,correcto
Álvaro Taveras,M6,666,,70,55,15,correcto
Álvaro Taveras,M6,667,,65,55,38,correcto
Álvaro Taveras,M6,668,,50,42,30,correcto
Álvaro Taveras,M6,669,,60,36,28,correcto
Álvaro Taveras,M6,670,,70,50,38,correcto
Álvaro Taveras,M6,671,,130,60,40,correcto
Álvaro Taveras,M6,672,,150,80,50,correcto
Álvaro Taveras,M6,673,,145,110,45,correcto
Álvaro Taveras,M6,674,,180,130,60,correcto
Álvaro Taveras,M6,675,,160,95,68,correcto
Álvaro Taveras,M6,676,,130,88,60,correcto
Álvaro Taveras,M6,677,,130,90,65,correcto
Álvaro Taveras,M6,678,,135,80,70,correcto
Álvaro Taveras,M6,679,,170,101,40,correcto
Álvaro Taveras,M6,680,,165,115,50,correcto
Álvaro Taveras,M6,681,,180,95,45,correcto
Álvaro Taveras,M6,682,,160,70,50,correcto
Álvaro Taveras,M6,683,,175,85,60,correcto
Álvaro Taveras,M6,684,,186,88,80,correcto
Álvaro Taveras,M6,685,,150,110,70,correcto
Álvaro Taveras,M6,686,,160,135,80,correcto
Álvaro Taveras,M6,687,,160,100,80,correcto
Álvaro Taveras,M6,688,,172,93,84,correcto
Álvaro Taveras,M6,689,,135,100,80,correcto
Álvaro Taveras,M6,690,,147,115,95,correcto
Álvaro Taveras,M7,691,,77,60,48,correcto
Álvaro Taveras,M7,692,,75,58,22,correcto
Álvaro Taveras,M7,693,,64,40,22,correcto
Álvaro Taveras,M7,694,,68,40,24,correcto
Álvaro Taveras,M7,695,,70,40,33,correcto
Álvaro Taveras,M7,696,,89,53,40,correcto
Álvaro Taveras,M7,697,,55,38,20,correcto
Álvaro Taveras,M7,698,,90,48,37,correcto
Álvaro Taveras,M7,699,,72,38,29,correcto
Álvaro Taveras,M7,700,,80,56,35,correcto
Álvaro Taveras,M7,701,,50,45,30,correcto
Álvaro Taveras,M7,702,,48,37,20,correcto
Álvaro Taveras,M7,703,,70,58,40,correcto
Álvaro Taveras,M7,704,,50,42,25,correcto
Álvaro Taveras,M7,705,,85,63,40,correcto
Álvaro Taveras,M7,706,,82,62,18,correcto
Álvaro Taveras,M7,707,,84,50,26,correcto
Álvaro Taveras,M7,708,,90,75,32,correcto
Álvaro Taveras,M7,709,,88,75,32,correcto
Álvaro Taveras,M7,710,,78,46,28,correcto
Álvaro Taveras,M7,711,,63,38,20,correcto
Álvaro Taveras,M7,712,,100,80,30,correcto
Álvaro Taveras,M7,713,,110,60,33,correcto
Álvaro Taveras,M7,714,,115,70,25,correcto
Álvaro Taveras,M7,715,,95,56,25,correcto
Álvaro Taveras,M7,716,,83,75,27,correcto
Álvaro Taveras,M7,717,,120,95,35,correcto
Álvaro Taveras,M7,718,,110,70,23,correcto
Álvaro Taveras,M7,719,,93,45,38,correcto
Álvaro Taveras,M7,720,,110,80,55,correcto
Álvaro Taveras,M8,721,ígnea,60,48,18,
Álvaro Taveras,M8,722,sedimentaria,70,45,30,
Álvaro Taveras,M8,723,sedimentaria,65,55,24,
Álvaro Taveras,M8,724,sedimentaria,78,48,38,
Álvaro Taveras,M8,725,sedimentaria,66,37,27,
Álvaro Taveras,M8,726,ígnea,97,50,38,
Álvaro Taveras,M8,727,ígnea,80,55,27,
Álvaro Taveras,M8,728,sedimentaria,74,50,14,
Álvaro Taveras,M8,729,ígnea,87,65,28,
Álvaro Taveras,M8,730,sedimentaria,53,42,22,
Álvaro Taveras,M8,731,ígnea,60,45,38,
Álvaro Taveras,M8,732,metamórfica,58,42,26,
Álvaro Taveras,M8,733,sedimentaria,72,35,20,
Álvaro Taveras,M8,734,sedimentaria,45,37,18,
Álvaro Taveras,M8,735,sedimentaria,80,60,27,
Álvaro Taveras,M8,736,sedimentaria,46,34,23,
Álvaro Taveras,M8,737,sedimentaria,58,46,30,
Álvaro Taveras,M8,738,sedimentaria,76,50,28,
Álvaro Taveras,M8,739,sedimentaria,55,45,27,
Álvaro Taveras,M8,740,sedimentaria,57,37,28,
Álvaro Taveras,M8,741,ígnea,78,36,30,
Álvaro Taveras,M8,742,sedimentaria,51,42,19,
Álvaro Taveras,M8,743,metamórfica,57,40,30,
Álvaro Taveras,M8,744,sedimentaria,60,38,19,
Álvaro Taveras,M8,745,ígnea,56,40,32,
Álvaro Taveras,M8,746,ígnea,52,40,20,
Álvaro Taveras,M8,747,sedimentaria,54,37,21,
Álvaro Taveras,M8,748,sedimentaria,43,36,22,
Álvaro Taveras,M8,749,sedimentaria,44,34,26,
Álvaro Taveras,M8,750,sedimentaria,77,36,12,
Lewis Cueto,M1,751,,90,80,40,correcto
Lewis Cueto,M1,752,,100,90,30,correcto
Lewis Cueto,M1,753,,130,75,50,correcto
Lewis Cueto,M1,754,,105,50,40,correcto
Lewis Cueto,M1,755,,70,65,45,correcto
Lewis Cueto,M1,756,,70,60,35,correcto
Lewis Cueto,M1,757,,85,60,50,correcto
Lewis Cueto,M1,758,,90,65,30,correcto
Lewis Cueto,M1,759,,75,60,40,correcto
Lewis Cueto,M1,760,,85,55,50,correcto
Lewis Cueto,M1,761,,85,50,40,correcto
Lewis Cueto,M1,762,,100,90,40,correcto
Lewis Cueto,M1,763,,85,75,30,correcto
Lewis Cueto,M1,764,,65,45,40,correcto
Lewis Cueto,M1,765,,75,55,25,correcto
Lewis Cueto,M1,766,,70,45,30,correcto
Lewis Cueto,M1,767,,60,50,30,correcto
Lewis Cueto,M1,768,,85,70,50,correcto
Lewis Cueto,M1,769,,75,65,40,correcto
Lewis Cueto,M1,770,,60,50,40,correcto
Lewis Cueto,M1,771,,80,75,35,correcto
Lewis Cueto,M1,772,,95,60,30,correcto
Lewis Cueto,M1,773,,110,60,25,correcto
Lewis Cueto,M1,774,,60,50,40,correcto
Lewis Cueto,M1,775,,70,60,30,correcto
Lewis Cueto,M1,776,,55,50,30,correcto
Lewis Cueto,M1,777,,80,55,30,correcto
Lewis Cueto,M1,778,,60,55,45,correcto
Lewis Cueto,M1,779,,100,45,30,correcto
Lewis Cueto,M1,780,,70,45,30,correcto
Lewis Cueto,M2,781,,85,55,45,correcto
Lewis Cueto,M2,782,,85,55,25,correcto
Lewis Cueto,M2,783,,80,60,45,correcto
Lewis Cueto,M2,784,,65,50,40,correcto
Lewis Cueto,M2,785,,95,55,35,correcto
Lewis Cueto,M2,786,,85,45,35,correcto
Lewis Cueto,M2,787,,60,45,30,correcto
Lewis Cueto,M2,788,,55,45,30,correcto
Lewis Cueto,M2,789,,60,50,30,correcto
Lewis Cueto,M2,790,,55,45,30,correcto
Lewis Cueto,M2,791,,80,50,25,correcto
Lewis Cueto,M2,792,,60,55,50,correcto
Lewis Cueto,M2,793,,65,55,30,correcto
Lewis Cueto,M2,794,,70,55,30,correcto
Lewis Cueto,M2,795,,75,60,40,correcto
Lewis Cueto,M2,796,,70,50,45,correcto
Lewis Cueto,M2,797,,60,45,25,correcto
Lewis Cueto,M2,798,,60,45,40,correcto
Lewis Cueto,M2,799,,65,35,30,correcto
Lewis Cueto,M2,800,,55,40,30,correcto
Lewis Cueto,M2,801,,55,40,35,correcto
Lewis Cueto,M2,802,,55,50,45,correcto
Lewis Cueto,M2,803,,90,50,45,correcto
Lewis Cueto,M2,804,,160,40,40,correcto
Lewis Cueto,M2,805,,85,50,40,correcto
Lewis Cueto,M2,806,,65,50,30,correcto
Lewis Cueto,M2,807,,75,50,35,correcto
Lewis Cueto,M2,808,,80,55,30,correcto
Lewis Cueto,M2,809,,90,50,35,correcto
Lewis Cueto,M2,810,,60,40,25,correcto
Lewis Cueto,M3,811,,75,50,30,correcto
Lewis Cueto,M3,812,,75,65,30,correcto
Lewis Cueto,M3,813,,80,40,30,correcto
Lewis Cueto,M3,814,,100,70,45,correcto
Lewis Cueto,M3,815,,115,110,55,correcto
Lewis Cueto,M3,816,,80,55,25,correcto
Lewis Cueto,M3,817,,100,75,25,correcto
Lewis Cueto,M3,818,,75,55,30,correcto
Lewis Cueto,M3,819,,90,50,35,correcto
Lewis Cueto,M3,820,,75,60,30,correcto
Lewis Cueto,M3,821,,75,50,20,correcto
Lewis Cueto,M3,822,,80,70,35,correcto
Lewis Cueto,M3,823,,80,50,30,correcto
Lewis Cueto,M3,824,,70,50,25,correcto
Lewis Cueto,M3,825,,60,50,25,correcto
Lewis Cueto,M3,826,,75,35,20,correcto
Lewis Cueto,M3,827,,75,45,30,correcto
Lewis Cueto,M3,828,,90,60,35,correcto
Lewis Cueto,M3,829,,90,80,55,correcto
Lewis Cueto,M3,830,,80,60,30,correcto
Lewis Cueto,M3,831,,90,70,40,correcto
Lewis Cueto,M3,832,,95,40,25,correcto
Lewis Cueto,M3,833,,100,45,25,correcto
Lewis Cueto,M3,834,,90,55,30,correcto
Lewis Cueto,M3,835,,95,65,45,correcto
Lewis Cueto,M3,836,,110,65,35,correcto
Lewis Cueto,M3,837,,70,40,40,correcto
Lewis Cueto,M3,838,,65,55,20,correcto
Lewis Cueto,M3,839,,80,60,40,correcto
Lewis Cueto,M3,840,,75,40,20,correcto
Lewis Cueto,M4,841,,80,50,35,correcto
Lewis Cueto,M4,842,,60,50,30,correcto
Lewis Cueto,M4,843,,80,50,35,correcto
Lewis Cueto,M4,844,,70,45,35,correcto
Lewis Cueto,M4,845,,90,40,35,correcto
Lewis Cueto,M4,846,,90,45,15,correcto
Lewis Cueto,M4,847,,95,70,25,correcto
Lewis Cueto,M4,848,,75,45,10,correcto
Lewis Cueto,M4,849,,70,50,25,correcto
Lewis Cueto,M4,850,,75,45,10,correcto
Lewis Cueto,M4,851,,80,60,35,correcto
Lewis Cueto,M4,852,,90,50,35,correcto
Lewis Cueto,M4,853,,85,65,25,correcto
Lewis Cueto,M4,854,,70,45,25,correcto
Lewis Cueto,M4,855,,60,50,10,correcto
Lewis Cueto,M4,856,,80,55,25,correcto
Lewis Cueto,M4,857,,75,40,30,correcto
Lewis Cueto,M4,858,,70,40,20,correcto
Lewis Cueto,M4,859,,80,65,40,correcto
Lewis Cueto,M4,860,,110,50,30,correcto
Lewis Cueto,M4,861,,80,60,25,correcto
Lewis Cueto,M4,862,,90,45,25,correcto
Lewis Cueto,M4,863,,80,50,20,correcto
Lewis Cueto,M4,864,,70,45,25,correcto
Lewis Cueto,M4,865,,75,55,25,correcto
Lewis Cueto,M4,866,,80,50,20,correcto
Lewis Cueto,M4,867,,85,75,35,correcto
Lewis Cueto,M4,868,,80,70,40,correcto
Lewis Cueto,M4,869,,120,50,35,correcto
Lewis Cueto,M4,870,,65,50,30,correcto
Lewis Cueto,M5,871,,100,85,25,correcto
Lewis Cueto,M5,872,,90,60,50,correcto
Lewis Cueto,M5,873,,100,40,25,correcto
Lewis Cueto,M5,874,,90,55,40,correcto
Lewis Cueto,M5,875,,120,55,25,correcto
Lewis Cueto,M5,876,,65,45,20,correcto
Lewis Cueto,M5,877,,85,50,30,correcto
Lewis Cueto,M5,878,,90,50,35,correcto
Lewis Cueto,M5,879,,60,50,20,correcto
Lewis Cueto,M5,880,,70,50,20,correcto
Lewis Cueto,M5,881,,75,50,20,correcto
Lewis Cueto,M5,882,,80,75,30,correcto
Lewis Cueto,M5,883,,75,45,25,correcto
Lewis Cueto,M5,884,,80,50,15,correcto
Lewis Cueto,M5,885,,80,65,15,correcto
Lewis Cueto,M5,886,,105,75,25,correcto
Lewis Cueto,M5,887,,55,45,25,correcto
Lewis Cueto,M5,888,,90,45,25,correcto
Lewis Cueto,M5,889,,70,40,35,correcto
Lewis Cueto,M5,890,,70,70,30,correcto
Lewis Cueto,M5,891,,60,45,30,correcto
Lewis Cueto,M5,892,,95,80,35,correcto
Lewis Cueto,M5,893,,90,75,30,correcto
Lewis Cueto,M5,894,,100,70,40,correcto
Lewis Cueto,M5,895,,65,45,15,correcto
Lewis Cueto,M5,896,,70,45,35,correcto
Lewis Cueto,M5,897,,70,55,45,correcto
Lewis Cueto,M5,898,,90,60,30,correcto
Lewis Cueto,M5,899,,70,70,30,correcto
Lewis Cueto,M5,900,,65,40,10,correcto
Lewis Cueto,M6,901,,85,50,25,correcto
Lewis Cueto,M6,902,,65,60,20,correcto
Lewis Cueto,M6,903,,70,45,25,correcto
Lewis Cueto,M6,904,,75,45,25,correcto
Lewis Cueto,M6,905,,90,60,45,correcto
Lewis Cueto,M6,906,,65,45,20,correcto
Lewis Cueto,M6,907,,80,45,35,correcto
Lewis Cueto,M6,908,,75,70,15,correcto
Lewis Cueto,M6,909,,65,45,15,correcto
Lewis Cueto,M6,910,,70,35,20,correcto
Lewis Cueto,M6,911,,65,45,35,correcto
Lewis Cueto,M6,912,,90,45,35,correcto
Lewis Cueto,M6,913,,60,45,25,correcto
Lewis Cueto,M6,914,,60,40,15,correcto
Lewis Cueto,M6,915,,75,45,40,correcto
Lewis Cueto,M6,916,,70,35,30,correcto
Lewis Cueto,M6,917,,65,60,30,correcto
Lewis Cueto,M6,918,,65,50,35,correcto
Lewis Cueto,M6,919,,55,35,20,correcto
Lewis Cueto,M6,920,,90,50,35,correcto
Lewis Cueto,M6,921,,85,50,30,correcto
Lewis Cueto,M6,922,,80,45,35,correcto
Lewis Cueto,M6,923,,65,40,35,correcto
Lewis Cueto,M6,924,,50,45,25,correcto
Lewis Cueto,M6,925,,90,50,40,correcto
Lewis Cueto,M6,926,,60,30,25,correcto
Lewis Cueto,M6,927,,45,35,23,correcto
Lewis Cueto,M6,928,,63,37,24,correcto
Lewis Cueto,M6,929,,54,43,32,correcto
Lewis Cueto,M6,930,,62,36,28,correcto
Lewis Cueto,M7,931,,75,55,23,correcto
Lewis Cueto,M7,932,,60,55,30,correcto
Lewis Cueto,M7,933,,90,60,35,correcto
Lewis Cueto,M7,934,,60,34,25,correcto
Lewis Cueto,M7,935,,75,40,30,correcto
Lewis Cueto,M7,936,,73,55,40,correcto
Lewis Cueto,M7,937,,65,50,30,correcto
Lewis Cueto,M7,938,,105,72,42,correcto
Lewis Cueto,M7,939,,72,60,40,correcto
Lewis Cueto,M7,940,,96,40,35,correcto
Lewis Cueto,M7,941,,75,40,25,correcto
Lewis Cueto,M7,942,,65,55,30,correcto
Lewis Cueto,M7,943,,78,37,17,correcto
Lewis Cueto,M7,944,,120,60,21,correcto
Lewis Cueto,M7,945,,105,56,24,correcto
Lewis Cueto,M7,946,,81,55,30,correcto
Lewis Cueto,M7,947,,75,55,30,correcto
Lewis Cueto,M7,948,,78,53,32,correcto
Lewis Cueto,M7,949,,76,65,43,correcto
Lewis Cueto,M7,950,,105,63,32,correcto
Lewis Cueto,M7,951,,76,52,36,correcto
Lewis Cueto,M7,952,,57,48,23,correcto
Lewis Cueto,M7,953,,66,53,30,correcto
Lewis Cueto,M7,954,,63,48,28,correcto
Lewis Cueto,M7,955,,73,48,29,correcto
Lewis Cueto,M7,956,,72,50,21,correcto
Lewis Cueto,M7,957,,71,42,25,correcto
Lewis Cueto,M7,958,,62,38,28,correcto
Lewis Cueto,M7,959,,68,37,30,correcto
Lewis Cueto,M7,960,,73,36,21,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,961,,89,60,42,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,962,,91,53,31,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,963,,67,52,30,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,964,,96,55,38,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,965,,83,61,30,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,966,,71,52,43,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,967,,91,52,45,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,968,,70,50,35,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,969,,86,65,40,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,970,,91,68,26,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,971,,120,75,58,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,972,,150,100,61,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,973,,81,75,63,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,974,,150,73,40,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,975,,76,38,35,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,976,,82,63,53,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,977,,96,55,40,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,978,,76,55,40,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,979,,100,90,43,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,980,,125,73,43,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,981,,130,73,60,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,982,,65,50,32,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,983,,120,110,70,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,984,,150,115,63,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,985,,130,90,61,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,986,,98,63,25,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,987,,110,100,60,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,988,,115,90,35,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,989,,130,110,65,correcto
Lewis Cueto y Daniel Beltrés,Ocoa,990,,133,120,65,correcto
Miqueas Ventura,M1,991,sedimentaria,122,58,33,correcto
Miqueas Ventura,M1,992,sedimentaria,68,55,36,correcto
Miqueas Ventura,M1,993,sedimentaria,89,65,33,correcto
Miqueas Ventura,M1,994,ígnea,85,71,50,correcto
Miqueas Ventura,M1,995,sedimentaria,81,59,37,correcto
Miqueas Ventura,M1,996,sedimentaria,99,54,45,correcto
Miqueas Ventura,M1,997,sedimentaria,103,53,37,correcto
Miqueas Ventura,M1,998,sedimentaria,102,68,39,correcto
Miqueas Ventura,M1,999,sedimentaria,120,45,24,correcto
Miqueas Ventura,M1,1000,sedimentaria,61,58,55,correcto
Miqueas Ventura,M1,1001,sedimentaria,78,57,45,correcto
Miqueas Ventura,M1,1002,sedimentaria,98,71,37,correcto
Miqueas Ventura,M1,1003,sedimentaria,78,44,25,correcto
Miqueas Ventura,M1,1004,sedimentaria,76,60,45,correcto
Miqueas Ventura,M1,1005,sedimentaria,96,73,61,correcto
Miqueas Ventura,M1,1006,sedimentaria,85,49,35,correcto
Miqueas Ventura,M1,1007,sedimentaria,101,56,18,correcto
Miqueas Ventura,M1,1008,sedimentaria,108,62,42,correcto
Miqueas Ventura,M1,1009,sedimentaria,90,68,35,correcto
Miqueas Ventura,M1,1010,sedimentaria,115,65,30,correcto
Miqueas Ventura,M1,1011,sedimentaria,88,55,29,correcto
Miqueas Ventura,M1,1012,sedimentaria,60,53,21,correcto
Miqueas Ventura,M1,1013,sedimentaria,97,53,30,correcto
Miqueas Ventura,M1,1014,sedimentaria,67,62,42,correcto
Miqueas Ventura,M1,1015,sedimentaria,72,51,42,correcto
Miqueas Ventura,M1,1016,metamórfica,73,43,40,correcto
Miqueas Ventura,M1,1017,sedimentaria,60,45,40,correcto
Miqueas Ventura,M1,1018,sedimentaria,114,40,38,correcto
Miqueas Ventura,M1,1019,sedimentaria,109,51,33,correcto
Miqueas Ventura,M1,1020,sedimentaria,55,49,37,correcto
Miqueas Ventura,M2,1021,,111.5,94,82,correcto
Miqueas Ventura,M2,1022,,94,76,50,correcto
Miqueas Ventura,M2,1023,,84,67,45,correcto
Miqueas Ventura,M2,1024,,107,62,52,correcto
Miqueas Ventura,M2,1025,,88,60,42,correcto
Miqueas Ventura,M2,1026,,94,65,43,correcto
Miqueas Ventura,M2,1027,,69,66,58,correcto
Miqueas Ventura,M2,1028,,88,64,51,correcto
Miqueas Ventura,M2,1029,,96,69,48,correcto
Miqueas Ventura,M2,1030,,85,59,49,correcto
Miqueas Ventura,M2,1031,,76,54,47,correcto
Miqueas Ventura,M2,1032,,106,55,31,correcto
Miqueas Ventura,M2,1033,,83,53,41,correcto
Miqueas Ventura,M2,1034,,97,66,40,correcto
Miqueas Ventura,M2,1035,,109,62,41,correcto
Miqueas Ventura,M2,1036,,83,69,33,correcto
Miqueas Ventura,M2,1037,,75,63,53,correcto
Miqueas Ventura,M2,1038,,87,70,33,correcto
Miqueas Ventura,M2,1039,,65,64,19,correcto
Miqueas Ventura,M2,1040,,88,57,33,correcto
Miqueas Ventura,M2,1041,,108,69,46,correcto
Miqueas Ventura,M2,1042,,89,56,26,correcto
Miqueas Ventura,M2,1043,,96,60,26,correcto
Miqueas Ventura,M2,1044,,100,70,47,correcto
Miqueas Ventura,M2,1045,,87,50,46,correcto
Miqueas Ventura,M2,1046,,57,53,37,correcto
Miqueas Ventura,M2,1047,,66,65,42,correcto
Miqueas Ventura,M2,1048,,63,49,24,correcto
Miqueas Ventura,M2,1049,,56,45,32,correcto
Miqueas Ventura,M2,1050,,101,59,29,correcto
Miqueas Ventura,M3,1051,,74,58,39,correcto
Miqueas Ventura,M3,1052,,70,44,17,correcto
Miqueas Ventura,M3,1053,,88,70,23,correcto
Miqueas Ventura,M3,1054,,92,71,39,correcto
Miqueas Ventura,M3,1055,,94,57,35,correcto
Miqueas Ventura,M3,1056,,69,56,42,correcto
Miqueas Ventura,M3,1057,,81,50,19,correcto
Miqueas Ventura,M3,1058,,62,51,35,correcto
Miqueas Ventura,M3,1059,,70,48,25,correcto
Miqueas Ventura,M3,1060,,79,69,35,correcto
Miqueas Ventura,M3,1061,,65,49,27,correcto
Miqueas Ventura,M3,1062,,71,47,28,correcto
Miqueas Ventura,M3,1063,,94,76,49,correcto
Miqueas Ventura,M3,1064,,73,49,31,correcto
Miqueas Ventura,M3,1065,,105,47,34,correcto
Miqueas Ventura,M3,1066,,113,76,57,correcto
Miqueas Ventura,M3,1067,,107,79,56,correcto
Miqueas Ventura,M3,1068,,108,54,25,correcto
Miqueas Ventura,M3,1069,,65,44,20,correcto
Miqueas Ventura,M3,1070,,88,79,38,correcto
Miqueas Ventura,M3,1071,,70,52,12,correcto
Miqueas Ventura,M3,1072,,84,44,22,correcto
Miqueas Ventura,M3,1073,,75,62,32,correcto
Miqueas Ventura,M3,1074,,60,37,20,correcto
Miqueas Ventura,M3,1075,,62,52,41,correcto
Miqueas Ventura,M3,1076,,75,51,24,correcto
Miqueas Ventura,M3,1077,,75,44,19,correcto
Miqueas Ventura,M3,1078,,69,52,28,correcto
Miqueas Ventura,M3,1079,,54,50,28,correcto
Miqueas Ventura,M3,1080,,55,45,32,correcto
Miqueas Ventura,M4,1081,,109,105,51,correcto
Miqueas Ventura,M4,1082,,113,83,57,correcto
Miqueas Ventura,M4,1083,,129,90,59,correcto
Miqueas Ventura,M4,1084,,98,81,57,correcto
Miqueas Ventura,M4,1085,,97,79,55,correcto
Miqueas Ventura,M4,1086,,153,91,51,correcto
Miqueas Ventura,M4,1087,,116,69,31,correcto
Miqueas Ventura,M4,1088,,80,68,56,correcto
Miqueas Ventura,M4,1089,,101,77,65,correcto
Miqueas Ventura,M4,1090,,93,50,46,correcto
Miqueas Ventura,M4,1091,,87,67,32,correcto
Miqueas Ventura,M4,1092,,79,65,49,correcto
Miqueas Ventura,M4,1093,,89,78,52,correcto
Miqueas Ventura,M4,1094,,110,68,60,correcto
Miqueas Ventura,M4,1095,,103,76,62,correcto
Miqueas Ventura,M4,1096,,91,69,54,correcto
Miqueas Ventura,M4,1097,,139,64,52,correcto
Miqueas Ventura,M4,1098,,93,76,61,correcto
Miqueas Ventura,M4,1099,,90,84,31,correcto
Miqueas Ventura,M4,1100,,103,84,56,correcto
Miqueas Ventura,M4,1101,,100,72,39,correcto
Miqueas Ventura,M4,1102,,94,67,56,correcto
Miqueas Ventura,M4,1103,,81,67,57,correcto
Miqueas Ventura,M4,1104,,92,76,58,correcto
Miqueas Ventura,M4,1105,,88,61,55,correcto
Miqueas Ventura,M4,1106,,109,77,61,correcto
Miqueas Ventura,M4,1107,,81,68,55,correcto
Miqueas Ventura,M4,1108,,122,90,46,correcto
Miqueas Ventura,M4,1109,,97,68,48,correcto
Miqueas Ventura,M4,1110,,87,64,57,correcto
Miqueas Ventura,M5,1111,,104,49,13,correcto
