responsable,nombre de muestra,id secuencial,tipologia,a,b,c,
Miqueas Ventura,M5,1112,,61,23,15,correcto
Miqueas Ventura,M5,1113,,88,38,22,correcto
Miqueas Ventura,M5,1114,,78,60,12,correcto
Miqueas Ventura,M5,1115,,125,82,27,correcto
Miqueas Ventura,M5,1116,,52,35,11,correcto
Miqueas Ventura,M5,1117,,101,70,52,correcto
Miqueas Ventura,M5,1118,,81,26,13,correcto
Miqueas Ventura,M5,1119,,85,39,25,correcto
Miqueas Ventura,M5,1120,,64,39,24,correcto
Miqueas Ventura,M5,1121,,71,33,14,correcto
Miqueas Ventura,M5,1122,,84,51,14,correcto
Miqueas Ventura,M5,1123,,71,51,8,correcto
Miqueas Ventura,M5,1124,,51,34,26,correcto
Miqueas Ventura,M5,1125,,56,41,25,correcto
Miqueas Ventura,M5,1126,,81,33,10,correcto
Miqueas Ventura,M5,1127,,100,68,10,correcto
Miqueas Ventura,M5,1128,,72,27,10,correcto
Miqueas Ventura,M5,1129,,90,76,35,correcto
Miqueas Ventura,M5,1130,,35,33,30,correcto
Miqueas Ventura,M5,1131,,107,86,72,correcto
Miqueas Ventura,M5,1132,,78,57,47,correcto
Miqueas Ventura,M5,1133,,130,106,30,correcto
Miqueas Ventura,M5,1134,,126,76,64,correcto
Miqueas Ventura,M5,1135,,110,64,38,correcto
Miqueas Ventura,M5,1136,,94,81,64,correcto
Miqueas Ventura,M5,1137,,83,47,38,correcto
Miqueas Ventura,M5,1138,,90,80,64,correcto
Miqueas Ventura,M5,1139,,78,60,48,correcto
Miqueas Ventura,M5,1140,,83,64,58,correcto
Miqueas Ventura,M6,1141,,82,69,35,correcto
Miqueas Ventura,M6,1142,,105,60,28,correcto
Miqueas Ventura,M6,1143,,101,69,47,correcto
Miqueas Ventura,M6,1144,,103,75,59,correcto
Miqueas Ventura,M6,1145,,76,62,35,correcto
Miqueas Ventura,M6,1146,,81,45,29,correcto
Miqueas Ventura,M6,1147,,100,76,46,correcto
Miqueas Ventura,M6,1148,,115,48,32,correcto
Miqueas Ventura,M6,1149,,68,42,39,correcto
Miqueas Ventura,M6,1150,,62,54,38,correcto
Miqueas Ventura,M6,1151,,70,44,40,correcto
Miqueas Ventura,M6,1152,,84,72,35,correcto
Miqueas Ventura,M6,1153,,86,54,30,correcto
Miqueas Ventura,M6,1154,,84,63,29,correcto
Miqueas Ventura,M6,1155,,89,55,40,correcto
Miqueas Ventura,M6,1156,,66,47,43,correcto
Miqueas Ventura,M6,1157,,104,75,43,correcto
Miqueas Ventura,M6,1158,,66,51,36,correcto
Miqueas Ventura,M6,1159,,92,73,31,correcto
Miqueas Ventura,M6,1160,,105,43,25,correcto
Miqueas Ventura,M6,1161,,55,54,33,correcto
Miqueas Ventura,M6,1162,,65,54,28,correcto
Miqueas Ventura,M6,1163,,67,52,25,correcto
Miqueas Ventura,M6,1164,,77,52,25,correcto
Miqueas Ventura,M6,1165,,80,34,31,correcto
Miqueas Ventura,M6,1166,,69,40,25,correcto
Miqueas Ventura,M6,1167,,60,32,22,correcto
Miqueas Ventura,M6,1168,,53,40,13,correcto
Miqueas Ventura,M6,1169,,64,51,21,correcto
Miqueas Ventura,M6,1170,,60,39,32,correcto
Miqueas Ventura,M7,1171,,115,85,27,correcto
Miqueas Ventura,M7,1172,,70,45,24,correcto
Miqueas Ventura,M7,1173,,106,97,45,correcto
Miqueas Ventura,M7,1174,,117,68,31,correcto
Miqueas Ventura,M7,1175,,112,75,56,correcto
Miqueas Ventura,M7,1176,,93,37,13,correcto
Miqueas Ventura,M7,1177,,95,45,22,correcto
Miqueas Ventura,M7,1178,,99,56,38,correcto
Miqueas Ventura,M7,1179,,108,85,50,correcto
Miqueas Ventura,M7,1180,,89,77,60,correcto
Miqueas Ventura,M7,1181,,62,42,30,correcto
Miqueas Ventura,M7,1182,,82,45,40,correcto
Miqueas Ventura,M7,1183,,107,95,39,correcto
Miqueas Ventura,M7,1184,,107,33,21,correcto
Miqueas Ventura,M7,1185,,67,55,40,correcto
Miqueas Ventura,M7,1186,,107,45,32,correcto
Miqueas Ventura,M7,1187,,104,73,48,correcto
Miqueas Ventura,M7,1188,,100,67,21,correcto
Miqueas Ventura,M7,1189,,81,55,25,correcto
Miqueas Ventura,M7,1190,,102,84,45,correcto
Miqueas Ventura,M7,1191,,107,76,56,correcto
Miqueas Ventura,M7,1192,,102,76,64,correcto
Miqueas Ventura,M7,1193,,110,59,45,correcto
Miqueas Ventura,M7,1194,,86,70,60,correcto
Miqueas Ventura,M7,1195,,72,51,42,correcto
Miqueas Ventura,M7,1196,,62,52,37,correcto
Miqueas Ventura,M7,1197,,76,61,36,correcto
Miqueas Ventura,M7,1198,,63,56,22,correcto
Miqueas Ventura,M7,1199,,73,69,41,correcto
Miqueas Ventura,M7,1200,,68,55,12,correcto
Kesia Ferreras,M1,1201,,50,45,37,correcto
Kesia Ferreras,M1,1202,,67,39,36,correcto
Kesia Ferreras,M1,1203,,50,42,25,correcto
Kesia Ferreras,M1,1204,,72,65,35,correcto
Kesia Ferreras,M1,1205,,36,20,32,hay error en los datos
Kesia Ferreras,M1,1206,,49,33,30,correcto
Kesia Ferreras,M1,1207,,55,45,22,correcto
Kesia Ferreras,M1,1208,,55,35,30,correcto
Kesia Ferreras,M1,1209,,65,55,15,correcto
Kesia Ferreras,M1,1210,,102,50,45,correcto
Kesia Ferreras,M1,1211,,90,75,27,correcto
Kesia Ferreras,M1,1212,,55,35,16,correcto
Kesia Ferreras,M1,1213,,76,52,36,correcto
Kesia Ferreras,M1,1214,,65,60,27,correcto
Kesia Ferreras,M1,1215,,67,30,40,hay error en los datos
Kesia Ferreras,M1,1216,,80,62,45,correcto
Kesia Ferreras,M1,1217,,110,60,45,correcto
Kesia Ferreras,M1,1218,,68,55,22,correcto
Kesia Ferreras,M1,1219,,52,47,35,correcto
Kesia Ferreras,M1,1220,,62,54,45,correcto
Kesia Ferreras,M1,1221,,80,65,30,correcto
Kesia Ferreras,M1,1222,,72,45,35,correcto
Kesia Ferreras,M1,1223,,80,63,25,correcto
Kesia Ferreras,M1,1224,,70,40,40,correcto
Kesia Ferreras,M1,1225,,60,50,25,correcto
Kesia Ferreras,M1,1226,,80,45,27,correcto
Kesia Ferreras,M1,1227,,57,40,25,correcto
Kesia Ferreras,M1,1228,,80,35,31,correcto
Kesia Ferreras,M1,1229,,67,52,23,correcto
Kesia Ferreras,M1,1230,,100,83,53,correcto
Kesia Ferreras,M2,1231,,103,83,52,correcto
Kesia Ferreras,M2,1232,,71,59,29,correcto
Kesia Ferreras,M2,1233,,72,65,46,correcto
Kesia Ferreras,M2,1234,,122,65,59,correcto
Kesia Ferreras,M2,1235,,68,65,39,correcto
Kesia Ferreras,M2,1236,,140,55,52,correcto
Kesia Ferreras,M2,1237,,75,49,27,correcto
Kesia Ferreras,M2,1238,,80,67,34,correcto
Kesia Ferreras,M2,1239,,75,60,24,correcto
Kesia Ferreras,M2,1240,,68,64,51,correcto
Kesia Ferreras,M2,1241,,110,70,60,correcto
Kesia Ferreras,M2,1242,,75,67,40,correcto
Kesia Ferreras,M2,1243,,102,81,69,correcto
Kesia Ferreras,M2,1244,,90,80,30,correcto
Kesia Ferreras,M2,1245,,95,63,55,correcto
Kesia Ferreras,M2,1246,,66,52,36,correcto
Kesia Ferreras,M2,1247,,82,40,26,correcto
Kesia Ferreras,M2,1248,,87,59,48,correcto
Kesia Ferreras,M2,1249,,85,60,50,correcto
Kesia Ferreras,M2,1250,,85,69,35,correcto
Kesia Ferreras,M2,1251,,44,33,22,correcto
Kesia Ferreras,M2,1252,,85,70,38,correcto
Kesia Ferreras,M2,1253,,70,62,62,correcto
Kesia Ferreras,M2,1254,,85,43,26,correcto
Kesia Ferreras,M2,1255,,84,69,53,correcto
Kesia Ferreras,M2,1256,,54,50,28,correcto
Kesia Ferreras,M2,1257,,78,46,21,correcto
Kesia Ferreras,M2,1258,,76,72,30,correcto
Kesia Ferreras,M2,1259,,60,45,31,correcto
Kesia Ferreras,M2,1260,sedimentaria,80,51,36,correcto
Kesia Ferreras,M3,1261,sedimentaria,55,42,16,correcto
Kesia Ferreras,M3,1262,sedimentaria,38,34,24,correcto
Kesia Ferreras,M3,1263,sedimentaria,57,45,18,correcto
Kesia Ferreras,M3,1264,sedimentaria,60,32,18,correcto
Kesia Ferreras,M3,1265,metamórfica,67,33,21,correcto
Kesia Ferreras,M3,1266,metamórfica,40,37,20,correcto
Kesia Ferreras,M3,1267,sedimentaria,56,35,20,correcto
Kesia Ferreras,M3,1268,sedimentaria,40,34,12,correcto
Kesia Ferreras,M3,1269,sedimentaria,32,32,15,correcto
Kesia Ferreras,M3,1270,sedimentaria,77,39,23,correcto
Kesia Ferreras,M3,1271,sedimentaria,55,33,28,correcto
Kesia Ferreras,M3,1272,sedimentaria,50,36,15,correcto
Kesia Ferreras,M3,1273,metamórfica,73,45,38,correcto
Kesia Ferreras,M3,1274,sedimentaria,48,33,21,correcto
Kesia Ferreras,M3,1275,sedimentaria,60,45,36,correcto
Kesia Ferreras,M3,1276,ígnea,45,33,20,correcto
Kesia Ferreras,M3,1277,sedimentaria,73,39,16,correcto
Kesia Ferreras,M3,1278,sedimentaria,70,38,18,correcto
Kesia Ferreras,M3,1279,sedimentaria,48,45,23,correcto
Kesia Ferreras,M3,1280,sedimentaria,48,30,25,correcto
Kesia Ferreras,M3,1281,sedimentaria,47,35,21,correcto
Kesia Ferreras,M3,1282,sedimentaria,50,33,20,correcto
Kesia Ferreras,M3,1283,sedimentaria,43,32,25,correcto
Kesia Ferreras,M3,1284,sedimentaria,50,35,32,correcto
Kesia Ferreras,M3,1285,ígnea,40,33,25,correcto
Kesia Ferreras,M3,1286,ígnea,47,34,9,correcto
Kesia Ferreras,M3,1287,sedimentaria,37,33,25,correcto
Kesia Ferreras,M3,1288,,35,33,224,hay error en los datos
Kesia Ferreras,M3,1289,,,,,faltan valores
Kesia Ferreras,M3,1290,,,,,faltan valores
Kesia Ferreras,M4,1291,,73,49,23,correcto
Kesia Ferreras,M4,1292,,84,70,69,correcto
Kesia Ferreras,M4,1293,,110,62,44,correcto
Kesia Ferreras,M4,1294,,70,67,53,correcto
Kesia Ferreras,M4,1295,,72,54,40,correcto
Kesia Ferreras,M4,1296,,62,52,42,correcto
Kesia Ferreras,M4,1297,,74,44,44,correcto
Kesia Ferreras,M4,1298,,49,49,24,correcto
Kesia Ferreras,M4,1299,,73,68,36,correcto
Kesia Ferreras,M4,1300,,80,60,40,correcto
Kesia Ferreras,M4,1301,,51,49,34,correcto
Kesia Ferreras,M4,1302,,91,43,35,correcto
Kesia Ferreras,M4,1303,,50,44,36,correcto
Kesia Ferreras,M4,1304,,79,54,35,correcto
Kesia Ferreras,M4,1305,,100,50,34,correcto
Kesia Ferreras,M4,1306,,83,70,46,correcto
Kesia Ferreras,M4,1307,,74,49,33,correcto
Kesia Ferreras,M4,1308,,60,49,39,correcto
Kesia Ferreras,M4,1309,,75,51,51,correcto
Kesia Ferreras,M4,1310,,77,43,40,correcto
Kesia Ferreras,M4,1311,,66,37,31,correcto
Kesia Ferreras,M4,1312,,80,73,51,correcto
Kesia Ferreras,M4,1313,,75,52,48,correcto
Kesia Ferreras,M4,1314,,49,35,32,correcto
Kesia Ferreras,M4,1315,,82,45,32,correcto
Kesia Ferreras,M4,1316,,51,48,48,correcto
Kesia Ferreras,M4,1317,,84,60,24,correcto
Kesia Ferreras,M4,1318,,123,56,50,correcto
Kesia Ferreras,M4,1319,,81,49,31,correcto
Kesia Ferreras,M4,1320,,90,70,41,correcto
Kesia Ferreras,M5,1321,,86,74,53,correcto
Kesia Ferreras,M5,1322,,75,65,42,correcto
Kesia Ferreras,M5,1323,,69,63,39,correcto
Kesia Ferreras,M5,1324,,101,82,59,correcto
Kesia Ferreras,M5,1325,,96,62,63,hay error en los datos
Kesia Ferreras,M5,1326,,89,80,60,correcto
Kesia Ferreras,M5,1327,,98,67,42,correcto
Kesia Ferreras,M5,1328,,77,56,35,correcto
Kesia Ferreras,M5,1329,,83,63,69,hay error en los datos
Kesia Ferreras,M5,1330,,87,52,55,hay error en los datos
Kesia Ferreras,M5,1331,,85,33,27,correcto
Kesia Ferreras,M5,1332,,123,67,51,correcto
Kesia Ferreras,M5,1333,,46,60,35,hay error en los datos
Kesia Ferreras,M5,1334,,84,42,24,correcto
Kesia Ferreras,M5,1335,,85,67,53,correcto
Kesia Ferreras,M5,1336,,91,59,38,correcto
Kesia Ferreras,M5,1337,,109,70,59,correcto
Kesia Ferreras,M5,1338,,100,71,64,correcto
Kesia Ferreras,M5,1339,,102,86,55,correcto
Kesia Ferreras,M5,1340,,97,60,28,correcto
Kesia Ferreras,M5,1341,,76,37,52,hay error en los datos
Kesia Ferreras,M5,1342,,85,33,38,hay error en los datos
Kesia Ferreras,M5,1343,,77,45,24,correcto
Kesia Ferreras,M5,1344,,54,43,34,correcto
Kesia Ferreras,M5,1345,,83,69,37,correcto
Kesia Ferreras,M5,1346,,102,81,58,correcto
Kesia Ferreras,M5,1347,,140,52,63,hay error en los datos
Kesia Ferreras,M5,1348,,91,76,48,correcto
Kesia Ferreras,M5,1349,,136,65,61,correcto
Kesia Ferreras,M5,1350,,102,83,39,correcto
Kesia Ferreras,M6,1351,,56,43,18,correcto
Kesia Ferreras,M6,1352,,83,50,37,correcto
Kesia Ferreras,M6,1353,,67,52,17,correcto
Kesia Ferreras,M6,1354,,60,30,23,correcto
Kesia Ferreras,M6,1355,,38,32,18,correcto
Kesia Ferreras,M6,1356,,76,33,13,correcto
Kesia Ferreras,M6,1357,,52,34,12,correcto
Kesia Ferreras,M6,1358,,40,36,20,correcto
Kesia Ferreras,M6,1359,,35,33,8,correcto
Kesia Ferreras,M6,1360,,70,37,18,correcto
Kesia Ferreras,M6,1361,,48,35,23,correcto
Kesia Ferreras,M6,1362,,60,45,34,correcto
Kesia Ferreras,M6,1363,,37,32,18,correcto
Kesia Ferreras,M6,1364,,46,33,15,correcto
Kesia Ferreras,M6,1365,,45,37,10,correcto
Kesia Ferreras,M6,1366,,56,37,20,correcto
Kesia Ferreras,M6,1367,,47,30,29,correcto
Kesia Ferreras,M6,1368,,54,27,14,correcto
Kesia Ferreras,M6,1369,,62,41,26,correcto
Kesia Ferreras,M6,1370,,38,30,17,correcto
Kesia Ferreras,M6,1371,,42,33,12,correcto
Kesia Ferreras,M6,1372,,60,35,9,correcto
Kesia Ferreras,M6,1373,,41,37,12,correcto
Kesia Ferreras,M6,1374,,47,46,31,correcto
Kesia Ferreras,M6,1375,,53,32,18,correcto
Kesia Ferreras,M6,1376,,70,41,27,correcto
Kesia Ferreras,M6,1377,,47,43,28,correcto
Kesia Ferreras,M6,1378,,49,35,22,correcto
Kesia Ferreras,M6,1379,,51,40,27,correcto
Kesia Ferreras,M6,1380,,49,37,18,correcto
Kesia Ferreras,M7,1381,,98,83,57,correcto
Kesia Ferreras,M7,1382,,101,72,60,correcto
Kesia Ferreras,M7,1383,,87,69,50,correcto
Kesia Ferreras,M7,1384,,97,81,63,correcto
Kesia Ferreras,M7,1385,,107,52,49,correcto
Kesia Ferreras,M7,1386,,106,85,36,correcto
Kesia Ferreras,M7,1387,,100,67,52,correcto
Kesia Ferreras,M7,1388,,73,50,29,correcto
Kesia Ferreras,M7,1389,,130,83,55,correcto
Kesia Ferreras,M7,1390,,100,72,38,correcto
Kesia Ferreras,M7,1391,,99,83,52,correcto
Kesia Ferreras,M7,1392,,87,64,36,correcto
Kesia Ferreras,M7,1393,,101,53,22,correcto
Kesia Ferreras,M7,1394,,85,60,24,correcto
Kesia Ferreras,M7,1395,,89,51,38,correcto
Kesia Ferreras,M7,1396,,96,48,26,correcto
Kesia Ferreras,M7,1397,,111,54,41,correcto
Kesia Ferreras,M7,1398,,95,48,36,correcto
Kesia Ferreras,M7,1399,,100,65,29,correcto
Kesia Ferreras,M7,1400,,120,80,59,correcto
Kesia Ferreras,M7,1401,,78,57,44,correcto
Kesia Ferreras,M7,1402,,87,71,63,correcto
Kesia Ferreras,M7,1403,,99,47,52,hay error en los datos
Kesia Ferreras,M7,1404,,86,40,30,correcto
Kesia Ferreras,M7,1405,,93,81,54,correcto
Kesia Ferreras,M7,1406,,102,57,40,correcto
Kesia Ferreras,M7,1407,,88,61,39,correcto
Kesia Ferreras,M7,1408,,95,72,31,correcto
Kesia Ferreras,M7,1409,,47,45,28,correcto
Kesia Ferreras,M7,1410,,93,67,59,correcto
Daniel Beltrés,M1,1411,sedimentaria,100,70,51,correcto
Daniel Beltrés,M1,1412,sedimentaria,112,72,43,correcto
Daniel Beltrés,M1,1413,sedimentaria,90,65,43,correcto
Daniel Beltrés,M1,1414,metamórfica,89,85,62,correcto
Daniel Beltrés,M1,1415,metamórfica,92,72,52,correcto
Daniel Beltrés,M1,1416,sedimentaria,85,53,38,correcto
Daniel Beltrés,M1,1417,metamórfica,78,65,42,correcto
Daniel Beltrés,M1,1418,metamórfica,82,48,42,correcto
Daniel Beltrés,M1,1419,sedimentaria,81,78,42,correcto
Daniel Beltrés,M1,1420,metamórfica,121,71,52,correcto
Daniel Beltrés,M1,1421,metamórfica,82,47,22,correcto
Daniel Beltrés,M1,1422,metamórfica,68,62,47,correcto
Daniel Beltrés,M1,1423,metamórfica,75,62,29,correcto
Daniel Beltrés,M1,1424,metamórfica,93,62,39,correcto
Daniel Beltrés,M1,1425,metamórfica,72,66,41,correcto
Daniel Beltrés,M1,1426,ígnea,65,43,40,correcto
Daniel Beltrés,M1,1427,ígnea,61,46,35,correcto
Daniel Beltrés,M1,1428,sedimentaria,72,38,23,correcto
Daniel Beltrés,M1,1429,sedimentaria,61,56,32,correcto
Daniel Beltrés,M1,1430,metamórfica,70,51,30,correcto
Daniel Beltrés,M1,1431,metamórfica,71,50,36,correcto
Daniel Beltrés,M1,1432,metamórfica,61,52,33,correcto
Daniel Beltrés,M1,1433,metamórfica,53,38,27,correcto
Daniel Beltrés,M1,1434,metamórfica,75,45,25,correcto
Daniel Beltrés,M1,1435,metamórfica,62,51,25,correcto
Daniel Beltrés,M1,1436,sedimentaria,73,52,30,correcto
Daniel Beltrés,M1,1437,sedimentaria,82,61,45,correcto
Daniel Beltrés,M1,1438,sedimentaria,91,78,53,correcto
Daniel Beltrés,M1,1439,metamórfica,70,50,31,correcto
Daniel Beltrés,M1,1440,sedimentaria,61,50,31,correcto
Daniel Beltrés,M2,1441,,140,103,42,correcto
Daniel Beltrés,M2,1442,,143,88,54,correcto
Daniel Beltrés,M2,1443,,90,62,61,correcto
Daniel Beltrés,M2,1444,,93,87,60,correcto
Daniel Beltrés,M2,1445,,94,79,57,correcto
Daniel Beltrés,M2,1446,,94,72,55,correcto
Daniel Beltrés,M2,1447,,110,70,56,correcto
Daniel Beltrés,M2,1448,,120,66,40,correcto
Daniel Beltrés,M2,1449,,83,56,48,correcto
Daniel Beltrés,M2,1450,,88,57,42,correcto
Daniel Beltrés,M2,1451,,84,53,38,correcto
Daniel Beltrés,M2,1452,,105,47,35,correcto
Daniel Beltrés,M2,1453,,71,62,43,correcto
Daniel Beltrés,M2,1454,,79,53,39,correcto
Daniel Beltrés,M2,1455,,88,57,38,correcto
Daniel Beltrés,M2,1456,,96,70,55,correcto
Daniel Beltrés,M2,1457,,86,53,31,correcto
Daniel Beltrés,M2,1458,,141,90,61,correcto
Daniel Beltrés,M2,1459,,111,71,54,correcto
Daniel Beltrés,M2,1460,,121,82,60,correcto
Daniel Beltrés,M2,1461,,83,80,33,correcto
Daniel Beltrés,M2,1462,,70,65,36,correcto
Daniel Beltrés,M2,1463,,98,51,33,correcto
Daniel Beltrés,M2,1464,,94,43,32,correcto
Daniel Beltrés,M2,1465,,88,56,36,correcto
Daniel Beltrés,M2,1466,,72,63,46,correcto
Daniel Beltrés,M2,1467,,70,45,39,correcto
Daniel Beltrés,M2,1468,,84,55,37,correcto
Daniel Beltrés,M2,1469,,71,45,36,correcto
Daniel Beltrés,M2,1470,,94,70,57,correcto
Daniel Beltrés,M3,1471,,82,63,37,correcto
Daniel Beltrés,M3,1472,,73,56,36,correcto
Daniel Beltrés,M3,1473,,102,63,42,correcto
Daniel Beltrés,M3,1474,,90,44,28,correcto
Daniel Beltrés,M3,1475,,104,66,37,correcto
Daniel Beltrés,M3,1476,,100,72,42,correcto
Daniel Beltrés,M3,1477,,152,47,37,correcto
Daniel Beltrés,M3,1478,,150,80,62,correcto
Daniel Beltrés,M3,1479,,88,68,32,correcto
Daniel Beltrés,M3,1480,,91,62,43,correcto
Daniel Beltrés,M3,1481,,77,52,42,correcto
Daniel Beltrés,M3,1482,,58,43,25,correcto
Daniel Beltrés,M3,1483,,70,40,29,correcto
Daniel Beltrés,M3,1484,,73,40,18,correcto
Daniel Beltrés,M3,1485,,69,58,30,correcto
Daniel Beltrés,M3,1486,,81,48,23,correcto
Daniel Beltrés,M3,1487,,115,66,49,correcto
Daniel Beltrés,M3,1488,,125,78,45,correcto
Daniel Beltrés,M3,1489,,86,43,36,correcto
Daniel Beltrés,M3,1490,,110,62,36,correcto
Daniel Beltrés,M3,1491,,93,35,32,correcto
Daniel Beltrés,M3,1492,,85,58,29,correcto
Daniel Beltrés,M3,1493,,79,45,35,correcto
Daniel Beltrés,M3,1494,,89,60,45,correcto
Daniel Beltrés,M3,1495,,78,39,32,correcto
Daniel Beltrés,M3,1496,,73,48,28,correcto
Daniel Beltrés,M3,1497,,75,55,25,correcto
Daniel Beltrés,M3,1498,,67,42,33,correcto
Daniel Beltrés,M3,1499,,85,47,33,correcto
Daniel Beltrés,M3,1500,,78,51,23,correcto
Daniel Beltrés,M4,1501,,76,72,29,correcto
Daniel Beltrés,M4,1502,,92,57,32,correcto
Daniel Beltrés,M4,1503,,76,69,28,correcto
Daniel Beltrés,M4,1504,,82,66,56,correcto
Daniel Beltrés,M4,1505,,150,86,47,correcto
Daniel Beltrés,M4,1506,,195,66,40,correcto
Daniel Beltrés,M4,1507,,150,86,47,correcto
Daniel Beltrés,M4,1508,,99,87,39,correcto
Daniel Beltrés,M4,1509,,85,63,40,correcto
Daniel Beltrés,M4,1510,,91,59,32,correcto
Daniel Beltrés,M4,1511,,96,57,44,correcto
Daniel Beltrés,M4,1512,,81,50,27,correcto
Daniel Beltrés,M4,1513,,126,45,37,correcto
Daniel Beltrés,M4,1514,,86,83,42,correcto
Daniel Beltrés,M4,1515,,97,49,40,correcto
Daniel Beltrés,M4,1516,,90,65,30,correcto
Daniel Beltrés,M4,1517,,85,60,27,correcto
Daniel Beltrés,M4,1518,,63,45,28,correcto
Daniel Beltrés,M4,1519,,90,46,30,correcto
Daniel Beltrés,M4,1520,,86,51,50,correcto
Daniel Beltrés,M4,1521,,88,65,38,correcto
Daniel Beltrés,M4,1522,,101,67,52,correcto
Daniel Beltrés,M4,1523,,77,72,51,correcto
Daniel Beltrés,M4,1524,,87,63,60,correcto
Daniel Beltrés,M4,1525,,86,73,56,correcto
Daniel Beltrés,M4,1526,,90,61,42,correcto
Daniel Beltrés,M4,1527,,87,60,46,correcto
Daniel Beltrés,M4,1528,,81,76,46,correcto
Daniel Beltrés,M4,1529,,80,58,31,correcto
Daniel Beltrés,M4,1530,,65,40,35,correcto
Daniel Beltrés,M5,1531,,120,92,45,correcto
Daniel Beltrés,M5,1532,,125,75,60,correcto
Daniel Beltrés,M5,1533,,180,80,30,correcto
Daniel Beltrés,M5,1534,,92,78,43,correcto
Daniel Beltrés,M5,1535,,135,59,32,correcto
Daniel Beltrés,M5,1536,,115,83,34,correcto
Daniel Beltrés,M5,1537,,101,73,43,correcto
Daniel Beltrés,M5,1538,,127,66,55,correcto
Daniel Beltrés,M5,1539,,100,72,48,correcto
Daniel Beltrés,M5,1540,,102,67,22,correcto
Daniel Beltrés,M5,1541,,85,62,21,correcto
Daniel Beltrés,M5,1542,,93,79,31,correcto
Daniel Beltrés,M5,1543,,99,36,32,correcto
Daniel Beltrés,M5,1544,,97,48,29,correcto
Daniel Beltrés,M5,1545,,98,68,38,correcto
Daniel Beltrés,M5,1546,,86,53,35,correcto
Daniel Beltrés,M5,1547,,102,63,31,correcto
Daniel Beltrés,M5,1548,,98,57,45,correcto
Daniel Beltrés,M5,1549,,87,76,17,correcto
Daniel Beltrés,M5,1550,,111,65,32,correcto
Daniel Beltrés,M5,1551,,107,78,35,correcto
Daniel Beltrés,M5,1552,,108,75,30,correcto
Daniel Beltrés,M5,1553,,85,70,48,correcto
Daniel Beltrés,M5,1554,,90,76,31,correcto
Daniel Beltrés,M5,1555,,110,92,36,correcto
Daniel Beltrés,M5,1556,,86,60,47,correcto
Daniel Beltrés,M5,1557,,83,67,37,correcto
Daniel Beltrés,M5,1558,,77,42,36,correcto
Daniel Beltrés,M5,1559,,91,72,29,correcto
Daniel Beltrés,M5,1560,,89,63,40,correcto
Daniel Beltrés,M6,1561,,75,70,52,correcto
Daniel Beltrés,M6,1562,,92,59,52,correcto
Daniel Beltrés,M6,1563,,101,65,61,correcto
Daniel Beltrés,M6,1564,,121,85,61,correcto
Daniel Beltrés,M6,1565,,100,65,30,correcto
Daniel Beltrés,M6,1566,,98,73,59,correcto
Daniel Beltrés,M6,1567,,97,59,46,correcto
Daniel Beltrés,M6,1568,,102,58,58,correcto
Daniel Beltrés,M6,1569,,79,63,43,correcto
Daniel Beltrés,M6,1570,,92,49,31,correcto
Daniel Beltrés,M6,1571,,85,55,51,correcto
Daniel Beltrés,M6,1572,,98,38,38,correcto
Daniel Beltrés,M6,1573,,85,53,41,correcto
Daniel Beltrés,M6,1574,,77,58,43,correcto
Daniel Beltrés,M6,1575,,73,49,33,correcto
Daniel Beltrés,M6,1576,,111,64,61,correcto
Daniel Beltrés,M6,1577,,76,56,50,correcto
Daniel Beltrés,M6,1578,,81,43,41,correcto
Daniel Beltrés,M6,1579,,72,43,34,correcto
Daniel Beltrés,M6,1580,,66,48,41,correcto
Daniel Beltrés,M6,1581,,71,51,35,correcto
Daniel Beltrés,M6,1582,,80,63,40,correcto
Daniel Beltrés,M6,1583,,85,47,35,correcto
Daniel Beltrés,M6,1584,,78,38,33,correcto
Daniel Beltrés,M6,1585,,97,64,46,correcto
Daniel Beltrés,M6,1586,,86,56,31,correcto
Daniel Beltrés,M6,1587,,92,77,60,correcto
Daniel Beltrés,M6,1588,,81,66,52,correcto
Daniel Beltrés,M6,1589,,88,72,62,correcto
Daniel Beltrés,M6,1590,,98,56,34,correcto
Daniel Beltrés,M7,1591,,130,121,68,correcto
Daniel Beltrés,M7,1592,,95,68,30,correcto
Daniel Beltrés,M7,1593,,89,56,37,correcto
Daniel Beltrés,M7,1594,,109,65,34,correcto
Daniel Beltrés,M7,1595,,93,82,53,correcto
Daniel Beltrés,M7,1596,,72,43,25,correcto
Daniel Beltrés,M7,1597,,82,65,27,correcto
Daniel Beltrés,M7,1598,,76,50,34,correcto
Daniel Beltrés,M7,1599,,71,45,43,correcto
Daniel Beltrés,M7,1600,,69,50,36,correcto
Daniel Beltrés,M7,1601,,91,71,47,correcto
Daniel Beltrés,M7,1602,,68,62,50,correcto
Daniel Beltrés,M7,1603,,88,49,49,correcto
Daniel Beltrés,M7,1604,,104,73,53,correcto
Daniel Beltrés,M7,1605,,80,46,27,correcto
Daniel Beltrés,M7,1606,,89,68,23,correcto
Daniel Beltrés,M7,1607,,83,56,35,correcto
Daniel Beltrés,M7,1608,,120,76,56,correcto
Daniel Beltrés,M7,1609,,91,66,51,correcto
Daniel Beltrés,M7,1610,,90,53,45,correcto
Daniel Beltrés,M7,1611,,101,61,31,correcto
Daniel Beltrés,M7,1612,,81,47,32,correcto
Daniel Beltrés,M7,1613,,80,57,38,correcto
Daniel Beltrés,M7,1614,,88,80,31,correcto
Daniel Beltrés,M7,1615,,130,50,45,correcto
